date,BagQty,ItemQty,PackQty,PatientQty,month,weekday
1996-05-31,859.3335549855998,2473.3160025663983,3973.99122380885,687.2404472901877,May,Friday
1996-06-30,989.7030739329678,2748.2194395005395,3711.0117745235066,726.7225438893378,June,Sunday
1996-07-31,950.4068999991991,2500.5158962013165,4180.829124582557,684.4234086415928,July,Wednesday
1996-08-31,942.1906596434056,2473.284809798074,3914.7089498906125,756.865140555025,August,Saturday
1996-09-30,916.7587910569925,2697.1515827710705,3926.4878213135094,697.5407219477469,September,Monday
1996-10-31,882.5746226389184,2618.6331755780056,3914.664764080671,772.5614195691174,October,Thursday
1996-11-30,1002.5316149376939,2519.51117480537,4160.4145119404675,724.5360846167454,November,Saturday
1996-12-31,872.0407531809785,2581.945172609457,4200.57230897079,774.805739907552,December,Tuesday
1997-01-31,994.1458805438388,2493.579264445207,3772.7898068701697,719.122588472416,January,Friday
1997-02-28,871.4433345433494,2486.7741740901006,4092.697795836845,780.5804766669366,February,Friday
1997-03-31,975.7285544312532,2647.4659926213358,4013.375143336135,703.2689916385131,March,Monday
1997-04-30,996.6532126576465,2788.786317116396,3644.049954592521,681.9874409774146,April,Wednesday
1997-05-31,1004.1385921012627,2663.7885629656344,4208.022522526005,741.9867054123474,May,Saturday
1997-06-30,888.4999865205269,2643.454460540601,4106.790356270052,778.5060871874541,June,Monday
1997-07-31,995.3215709014294,2786.028564680799,4183.3667352163475,783.5285192413767,July,Thursday
1997-08-31,852.2716870097518,2800.3294868401345,3859.2539157078645,728.2991266676238,August,Sunday
1997-09-30,939.5855124672948,2814.835189391997,4102.126895454242,716.8504666747142,September,Tuesday
1997-10-31,965.6352441248773,2580.4922691869347,3925.296358706668,734.9969922712606,October,Friday
1997-11-30,1012.0052933715182,2803.151166664272,3693.205067339352,768.8241069160961,November,Sunday
1997-12-31,931.2890719868367,2444.840946651092,4125.852456532051,724.8090468595896,December,Wednesday
1998-01-31,840.9823835200102,2649.5356999127835,4254.695120681831,701.4394300242685,January,Saturday
1998-02-28,943.789085904086,2520.07599393635,3867.247158384171,710.8024935566567,February,Saturday
1998-03-31,892.0504692510993,2777.666505926356,4114.684535915438,685.2283273463984,March,Tuesday
1998-04-30,891.5918273389871,2580.1276577654785,3872.9703455340255,754.3841457207564,April,Thursday
1998-05-31,926.0792495621632,2458.984704820593,3944.6368794132127,771.9683254763826,May,Sunday
1998-06-30,849.1866249801366,2593.772513850596,3858.6482490623353,733.54949691583,June,Tuesday
1998-07-31,892.2153846847474,2749.9885213634916,4101.6434987239145,681.5148773171477,July,Friday
1998-08-31,971.3263137297732,2548.6160710804584,3909.7198605180697,687.8342500889861,August,Monday
1998-09-30,931.5151542399129,2629.6225357440667,3662.299101887314,744.4878116997406,September,Wednesday
1998-10-31,920.8090509513968,2468.1855464431765,4263.495957826163,720.6334810113049,October,Saturday
1998-11-30,866.4521839911819,2739.306546220419,4046.970734385425,776.281040284018,November,Monday
1998-12-31,970.9571162651001,2460.9688132801894,4211.920164813875,755.4562019823152,December,Thursday
1999-01-31,1010.6700121723891,2527.4605281379277,3651.9213556351574,735.9187930453833,January,Sunday
1999-02-28,861.4078338331378,2776.0270063219045,3648.6565161956264,736.8276518553836,February,Sunday
1999-03-31,935.8680719393382,2834.1062807659623,4184.225443824823,717.3761961261948,March,Wednesday
1999-04-30,907.2601933063838,2474.9698792850772,3977.464222816919,727.77683207526,April,Friday
1999-05-31,849.1650275575691,2792.4812647754707,3911.7798752363806,781.78648118268,May,Monday
1999-06-30,953.6140996994741,2729.9887128895284,4011.7349655007347,684.9310802814734,June,Wednesday
1999-07-31,966.4741687634559,2782.746945116818,3916.0031114858716,716.4131332133376,July,Saturday
1999-08-31,898.9193183914689,2688.7550366941614,3883.163179230863,750.8853856031593,August,Tuesday
1999-09-30,887.2865509163146,2653.695907750557,4040.9382053972467,750.3275962049581,September,Thursday
1999-10-31,935.4444041192377,2516.6091652356376,4226.620584391769,769.8742554359098,October,Sunday
1999-11-30,894.9767559362078,2812.2339108423444,3717.491982795497,735.2126785862109,November,Tuesday
1999-12-31,966.0706504879737,2608.5330684223723,4095.041747168194,721.5788642485569,December,Friday
2000-01-31,1009.6095781037981,2614.896405433449,3926.114963714479,698.9026511619059,January,Monday
2000-02-29,855.9147097048301,2751.1640892356527,4257.175976598416,701.2076863096844,February,Tuesday
2000-03-31,995.2861778860929,2548.6160710804584,3836.514965500332,698.9383623634409,March,Friday
2000-04-30,982.8019495377501,2798.1884112728767,3959.912752368064,768.7328993578411,April,Sunday
2000-05-31,1020.1450334172716,2759.748695171525,4237.633307696647,710.9628421486393,May,Wednesday
2000-06-30,949.4288724267554,2491.2669658766413,3664.5064033632157,752.9232269803753,June,Friday
2000-07-31,948.3501418262158,2695.0674569564067,3682.8451917382204,678.1703769411719,July,Monday
2000-08-31,932.312007656494,2444.626291694819,3836.5074075146395,718.4535433650711,August,Thursday
2000-09-30,958.4857318444634,2605.5546210990933,3737.4297498669057,734.2059405898315,September,Saturday
2000-10-31,900.3145078219825,2831.5841510702685,3871.2913278253664,720.9855317823885,October,Tuesday
2000-11-30,890.8009318028135,2646.6549818566227,3762.3096150956694,736.057695521332,November,Thursday
2000-12-31,949.7580627484739,2791.151247944112,4026.373458621589,688.0766666692351,December,Sunday
2001-01-31,1001.0464265768742,2469.8927881177983,3677.6641589797273,684.1660926004472,January,Wednesday
2001-02-28,961.1157039912756,2797.4915112111566,3715.6937225108404,709.601594675194,February,Wednesday
2001-03-31,902.0074065025096,2439.1358995695728,3776.4731357190844,707.0795330027031,March,Saturday
2001-04-30,905.2235588144199,2791.913970159775,3650.1837300263874,786.6173681010499,April,Monday
2001-05-31,855.0449066963236,2642.8878644212086,3905.807539788314,768.3913958328471,May,Thursday
2001-06-30,1002.5047306187942,2655.2774106717934,4107.955676569936,688.0092840716254,June,Saturday
2001-07-31,840.4528749527618,2764.0356959050446,4115.924592228408,725.7798618415346,July,Tuesday
2001-08-31,904.8262988741077,2516.4146152619924,4199.076047372231,784.9709286674051,August,Friday
2001-09-30,852.5698670111574,2648.6689883831395,3928.985226135358,719.0887353722133,September,Sunday
2001-10-31,872.0407531809785,2759.0761692945634,4119.65068107651,676.7171665018741,October,Wednesday
2001-11-30,889.5408403514092,2504.866850799439,4085.4649988508354,723.4183627629453,November,Friday
2001-12-31,946.1836624908772,2588.5835334873714,3872.9278184614227,709.5456519400724,December,Monday
2002-01-31,948.4330429232907,2648.6459059887543,3982.6115687312385,786.5519717458297,January,Thursday
2002-02-28,881.8042152507055,2640.12780243127,3803.410416210113,769.6701399670419,February,Thursday
2002-03-31,916.8980954941147,2627.3298628811303,4058.3779205217625,679.3965249930328,March,Sunday
2002-04-30,985.1345451323123,2805.8976914475775,3955.8337464048454,737.7933118260248,April,Tuesday
2002-05-31,1019.6406616553584,2454.985506047993,3775.5914324550085,769.0941942544694,May,Friday
2002-06-30,949.1337541426934,2667.775830992826,4184.090790805276,757.1781818895754,June,Sunday
2002-07-31,876.263060913783,2834.4381583279433,3715.3871635540045,734.1734091393865,July,Wednesday
2002-08-31,1002.6380416409924,2731.1754102106206,3891.8016255024577,679.7895183868704,August,Saturday
2002-09-30,896.670447467857,2556.8320754888878,4086.1607645574613,736.3141857646754,September,Monday
2002-10-31,869.1113538498893,2462.265849231167,3668.7531855147563,775.1345702124265,October,Thursday
2002-11-30,972.8058132581202,2503.861017483902,3806.560878885775,761.9886038903875,November,Saturday
2002-12-31,1005.9099434474197,2478.8441634067003,3934.935424559645,775.3454647739715,December,Tuesday
2003-01-31,890.892973382696,2787.587451232257,3905.059258678269,766.815456087521,January,Friday
2003-02-28,1020.1138795830897,2456.0232150667366,3975.8519330041363,691.4921551237071,February,Friday
2003-03-31,876.8360574481233,2578.6804518083973,4174.6373291708815,701.4539385296245,March,Monday
2003-04-30,952.7058556867025,2492.0886250564554,3936.480860671119,756.0832509333324,April,Wednesday
2003-05-31,926.3427768748427,2587.75074280035,3976.2972421359577,725.1119529826503,May,Saturday
2003-06-30,1005.2891056799718,2743.226167842479,3794.178819647094,785.9493748866225,June,Monday
2003-07-31,1014.6102636479035,2524.5418351587405,4208.089077550942,753.5697425967725,July,Thursday
2003-08-31,968.4140244040381,2568.3728825535245,4242.36731305483,723.5674208353716,August,Sunday
2003-09-30,1000.4890221689521,2469.151256524242,3873.4839743399993,784.7911265926967,September,Tuesday
2003-10-31,845.1630537126742,2789.917205052185,4024.1942201406964,738.8129405794743,October,Friday
2003-11-30,993.6993103973289,2537.127287756063,3924.382463755631,760.001405299129,November,Sunday
2003-12-31,919.1777784149959,2670.8528103315793,3972.467467533019,677.8905833898735,December,Wednesday
2004-01-31,960.2375444852008,2576.1788490771437,4026.373458621589,719.3515122482154,January,Saturday
2004-02-29,938.3332217957199,2581.801565472616,3766.9258060186376,756.0539543171233,February,Sunday
2004-03-31,957.3871755735806,2549.967132679321,3718.6331229877906,759.3623915005983,March,Wednesday
2004-04-30,1015.6408928864951,2631.791391209159,3707.431692432499,769.1556062235355,April,Friday
2004-05-31,872.4697261813615,2424.1392706141523,3674.0635061468647,764.5894644641851,May,Monday
2004-06-30,999.8482718509731,2487.3510994416793,3635.6721715875133,711.2688781642437,June,Wednesday
2004-07-31,851.6026645030412,2548.150865082816,4098.804565960996,680.2101708588067,July,Saturday
2004-08-31,972.7772894208821,2728.686682671291,3780.23163915866,702.49568886836,August,Tuesday
2004-09-30,982.522867263198,2706.448529705173,3931.649984339892,721.4966520254342,September,Thursday
2004-10-31,883.8486023536673,2833.159672226271,3957.976040186409,743.6737781840753,October,Sunday
2004-11-30,953.2033531741858,2582.93604875927,3888.942630432865,720.2174618490757,November,Tuesday
2004-12-31,966.0662190047551,2784.9896794616284,4048.8819862722385,702.49568886836,December,Friday
2005-01-31,859.7129746837892,2546.138679975212,4137.698443533786,766.8238695563294,January,Monday
2005-02-28,904.7694198727947,2726.6726522525896,4205.4248985363265,778.9935310152159,February,Monday
2005-03-31,985.2872345927308,2807.3324558644354,3992.758962035659,777.9743577271586,March,Thursday
2005-04-30,1005.4506636805031,2648.540406771037,3685.3114009831706,749.8100919515044,April,Saturday
2005-05-31,987.5516782024073,2571.4549523597693,3897.0293990484774,725.0935603785194,May,Tuesday
2005-06-30,931.1106007822109,2532.007595065426,4043.377168887169,688.4342508821002,June,Thursday
2005-07-31,877.8756320258162,2835.8235532683125,4213.805300234593,699.8567318904596,July,Sunday
2005-08-31,922.3352794573076,2580.574454521222,4226.15670240553,690.443995104468,August,Wednesday
2005-09-30,958.9119666913393,2845.6575385020938,4261.764863127441,693.2500776747288,September,Friday
2005-10-31,849.6704545343913,2650.3810234429106,4104.909911005667,718.7146896237955,October,Monday
2005-11-30,921.5882030433767,2816.985674717846,3706.4900586015765,730.5376739855634,November,Wednesday
2005-12-31,942.6754121034107,2725.9244295874055,3711.0247924154355,760.8502668335454,December,Saturday
2006-01-31,907.5357322161084,2692.411360513591,4009.9070141463076,689.6877059608452,January,Tuesday
2006-02-28,880.7552743595296,2687.6042377834447,4228.646159004981,749.7502449763064,February,Tuesday
2006-03-31,998.8358074431892,2687.6042377834447,4186.815999473185,700.8933954347408,March,Friday
2006-04-30,938.0064366208691,2480.1449288158733,3799.2751451504605,692.456027008616,April,Sunday
2006-05-31,972.4247124467861,2617.787527033476,4182.394652972465,696.5500615110107,May,Wednesday
2006-06-30,1016.2429709746746,2565.840751142397,3897.362875826472,699.5084082439306,June,Friday
2006-07-31,864.0046126546536,2800.693988453809,4227.377475116524,740.4571272889848,July,Monday
2006-08-31,872.4466755603966,2496.418040390941,3850.0691205275766,763.6201191656305,August,Thursday
2006-09-30,926.0015362779866,2444.239865482325,4086.28032798573,680.7301068831181,September,Saturday
2006-10-31,900.3714829391889,2756.7072577916406,3810.1272927231807,743.6843330416226,October,Tuesday
2006-11-30,927.0198291959504,2726.8222843866583,4123.70108152711,755.0657082083984,November,Thursday
2006-12-31,868.966818381126,2489.024313568552,4115.3486967625695,701.7571288101279,December,Sunday
2007-01-31,886.3723535303578,2655.7720432122346,3912.9238622323555,752.6586957629391,January,Wednesday
2007-02-28,1015.5803346859915,2453.9176966177615,3643.144798625329,691.4126747923739,February,Wednesday
2007-03-31,985.0975336579249,2487.8305903367714,4203.660443786305,727.2432987011332,March,Saturday
2007-04-30,927.1130628514146,2434.827289628273,4048.206958999973,713.7319721351449,April,Monday
2007-05-31,953.4074669157678,2582.937558646761,4112.186061573524,702.0237322218018,May,Thursday
2007-06-30,896.6855909976184,2622.741242969147,3765.6610928639147,740.157423076083,June,Saturday
2007-07-31,917.5473596218611,2426.797302019491,4184.139704285716,738.9041152730321,July,Tuesday
2007-08-31,849.454582144515,2680.9788923699834,3831.9198898021386,734.1799427522084,August,Friday
2007-09-30,848.1011878116202,2674.1929006036357,3902.542736607629,684.7496065545733,September,Sunday
2007-10-31,931.2970510117036,2590.5754269937697,4227.56060135761,753.4183226039023,October,Wednesday
2007-11-30,963.2249253164924,2848.5090481027955,3989.995129176482,776.6140693956082,November,Friday
2007-12-31,878.2246720009214,2786.1508955002305,4152.216795852239,763.5060350740173,December,Monday
2008-01-31,848.2247305115235,2841.257996918646,4179.325145302457,680.1543620659097,January,Thursday
2008-02-29,963.1267738654069,2687.124821804061,3807.4301448279552,771.3515170482735,February,Friday
2008-03-31,925.776929602227,2747.475807653336,4063.133177402945,732.8277476758807,March,Monday
2008-04-30,854.4781936584685,2683.9692423799333,4048.7071244214217,691.3296633109948,April,Wednesday
2008-05-31,916.1716125137071,2797.8379059983877,4251.9424057843235,754.3782359028481,May,Saturday
2008-06-30,984.0335899323466,2779.59324577467,3895.138134426283,767.6805000358422,June,Monday
2008-07-31,905.482854055909,2834.6562488143536,3989.3776628287956,766.2836073217351,July,Thursday
2008-08-31,987.8402206694147,2484.0947143550093,3883.197785559846,739.141882993495,August,Sunday
2008-09-30,1010.4692435255997,2699.2036524997047,4047.4266390915227,749.1038189959253,September,Tuesday
2008-10-31,898.9338703757036,2557.3470558306212,3636.174774334105,754.7331290835315,October,Friday
2008-11-30,891.1003236916505,2817.2190091414886,3995.1562482991044,788.3239401980809,November,Sunday
2008-12-31,845.8063547252085,2831.66764061306,3715.567912427348,755.301686600348,December,Wednesday
2009-01-31,1000.7159343370844,2526.8612255991156,3670.0643402535284,679.6425438671769,January,Saturday
2009-02-28,898.7126269845576,2673.132179366065,3883.8933394138417,785.8081139705134,February,Saturday
2009-03-31,979.8337870435189,2535.553589892637,4064.9425729661652,709.3706490381693,March,Tuesday
2009-04-30,996.0921578141865,2625.3387403669394,3680.402328930745,774.7522360921955,April,Thursday
2009-05-31,911.7171342445021,2573.96987893598,4265.223526697144,721.4966520254342,May,Sunday
2009-06-30,948.8161235260086,2711.7200511842307,3917.5702049429865,697.2173530012014,June,Tuesday
2009-07-31,1020.3680457515308,2771.812850573525,3653.0626140708114,680.5684860180706,July,Friday
2009-08-31,877.9449345479198,2727.0933764154984,3707.0456234278636,691.5454815458959,August,Monday
2009-09-30,970.5847684988054,2500.410492359971,4160.583261423093,728.8931692366245,September,Wednesday
2009-10-31,994.1545793554334,2840.7345032065277,3677.8308082326457,739.9072811274737,October,Saturday
2009-11-30,965.6352441248773,2697.6049565816797,3886.5901125805567,683.8589002307433,November,Monday
2009-12-31,906.8064776234354,2633.6673310438555,3710.6036657860454,704.4377227323442,December,Thursday
2010-01-31,967.4841888255497,2559.573139633458,3755.293168140457,690.1326350900589,January,Sunday
2010-02-28,914.2118144789158,2778.3158909491203,3792.0552821821266,738.1738718306316,February,Sunday
2010-03-31,891.0702125232903,2523.0226958962758,4240.753581433117,677.4592972675473,March,Wednesday
2010-04-30,866.2266473713074,2850.8683305450736,4077.679745334005,727.3242835411347,April,Friday
2010-05-31,878.8841394096987,2603.7251433051183,3929.90111356908,785.432394852093,May,Monday
2010-06-30,888.1499377768392,2758.025199412273,4226.778974839658,774.9250789337136,June,Wednesday
2010-07-31,906.3722322230789,2563.8803005464515,3755.2752363610307,716.8522716826727,July,Saturday
2010-08-31,910.651259853191,2831.592888191978,4195.520268485378,724.1488028253663,August,Tuesday
2010-09-30,945.5735165786616,2530.437679874008,4081.392703416979,715.0441657557103,September,Thursday
2010-10-31,965.3827351337447,2674.195778464424,3866.760766089015,684.8582570778992,October,Sunday
2010-11-30,894.1895581725362,2538.1673454024885,3792.8544870755545,772.1387401401839,November,Tuesday
2010-12-31,966.1453654033819,2489.178253269222,4131.278917506003,682.754564293404,December,Friday
2011-01-31,989.6190388273073,2637.141667333958,3846.591844832526,727.2448964652049,January,Monday
2011-02-28,891.8223088292302,2488.685936017727,4016.5300748017326,720.2234322311299,February,Monday
2011-03-31,866.0864735005408,2646.6018386588908,4080.294222896054,733.7055719305516,March,Thursday
2011-04-30,889.2854973951972,2435.2788056813006,4077.097645874547,702.171415404057,April,Saturday
2011-05-31,875.4115679119379,2520.000450461643,3808.1187525715127,741.6753826580498,May,Tuesday
2011-06-30,916.8847444593491,2594.288240731634,4090.746893776221,745.0990350632512,June,Thursday
2011-07-31,957.4661572153657,2611.6724830745807,4103.231013474809,714.3694903320913,July,Sunday
2011-08-31,842.4534207252547,2821.3564943765205,3823.865887683458,710.0631460836001,August,Wednesday
2011-09-30,939.1725324062845,2597.259952577234,3660.2980274822717,770.9510535021071,September,Friday
2011-10-31,917.7674640846101,2609.6363405685934,3850.0827255252407,740.7372042781018,October,Monday
2011-11-30,983.2197308740888,2595.336729687458,4065.212554164312,778.4581543884394,November,Wednesday
2011-12-31,926.9778015715448,2704.132548831018,4120.6539602977655,744.4553388183976,December,Saturday
2012-01-31,936.1628866011888,2722.889876031095,4072.7557541040132,786.11377764701,January,Tuesday
2012-02-29,854.031576303401,2572.9928527295538,4118.843675557222,767.9614327237687,February,Wednesday
2012-03-31,1020.0261823099993,2590.866173697577,4242.792609656225,689.0652464454822,March,Saturday
2012-04-30,952.4300866068752,2797.4915112111566,3922.460604789533,738.1390100184435,April,Monday
2012-05-31,978.1738959573828,2762.516990006939,3989.690213431735,719.8282484278776,May,Thursday
2012-06-30,988.3818319679403,2709.938495268171,3702.236670900819,681.6947501804375,June,Saturday
2012-07-31,905.4907922722308,2501.0359128928644,3870.7948538280166,717.6819572335772,July,Tuesday
2012-08-31,1007.2975752947175,2813.415787520932,4206.4647844309775,716.7990433056694,August,Friday
2012-09-30,866.6145330466499,2656.4418010948,3975.6755116493614,755.8834228680132,September,Sunday
2012-10-31,973.638461586844,2773.5925050834717,3820.2750417516936,709.8602885672287,October,Wednesday
2012-11-30,879.6802747917626,2826.1269292648726,3966.891449561171,741.4990309560028,November,Friday
2012-12-31,1005.1450767240327,2623.475368120314,4125.101838908205,770.5900292111625,December,Monday
2013-01-31,864.4810401579692,2764.5190577106664,3968.651747873342,680.0565218218217,January,Thursday
2013-02-28,851.4650186644898,2612.6384773463456,4023.7930158430872,682.8570681597367,February,Thursday
2013-03-31,897.8166939220818,2454.8456060456388,4082.746825662693,757.5665436684525,March,Sunday
2013-04-30,951.0734402964433,2586.1922866621912,3723.05331226349,765.881120243026,April,Tuesday
2013-05-31,903.100566106972,2577.8109757088296,3875.136363074666,709.1130860045048,May,Friday
2013-06-30,1017.1435978903364,2731.5006105024713,4078.063250804137,779.0963649347459,June,Sunday
2013-07-31,965.5207088389246,2782.959627557308,3943.144624535549,679.4063481208444,July,Wednesday
2013-08-31,885.5822385896104,2432.4236047754725,3947.221584087774,698.6097951519696,August,Saturday
2013-09-30,1017.7412885288948,2820.1848519292216,3836.375462501864,705.0416296071884,September,Monday
2013-10-31,845.1213796119409,2424.1392706141523,3844.9119586088777,686.4678321811962,October,Thursday
2013-11-30,897.867649161898,2808.0522591461477,3945.8483755070083,677.9310273660768,November,Saturday
2013-12-31,883.4256230948909,2534.8681307118,3782.4756862175545,762.4000742074683,December,Tuesday
2014-01-31,874.3836016631608,2805.5636650516044,4110.933853498195,760.1300342190435,January,Friday
2014-02-28,862.3176489107906,2781.4161256286466,3842.7502127622206,778.3744599620476,February,Friday
2014-03-31,875.8928236771885,2679.1011035675497,4069.776826319843,781.0564857350713,March,Monday
2014-04-30,841.6413050335649,2458.544918949049,4110.493478051073,723.0174837988812,April,Wednesday
2014-05-31,945.0455438879787,2814.8512819642424,4116.918678122349,686.4107214148481,May,Saturday
2014-06-30,967.9342570004438,2570.1396056345056,3813.74945664533,770.6557087794943,June,Monday
2014-07-31,969.1911393362541,2838.8072815239175,3975.8519330041363,718.1463208759083,July,Thursday
2014-08-31,936.2140489038338,2571.947006226063,3752.832839468526,731.2977498053668,August,Sunday
2014-09-30,853.2445418455513,2528.2769735211027,4155.097857696141,750.9092004845704,September,Tuesday
2014-10-31,911.9768769309022,2461.443363134298,3803.3892395540206,712.909297584395,October,Friday
2014-11-30,866.5654709478123,2604.565711425575,3926.557311649415,748.4500069927906,November,Sunday
2014-12-31,863.4991295617245,2798.927746275591,4157.307533947971,725.7621181420375,December,Wednesday
2015-01-31,957.4116519322662,2544.650497002548,3896.3268120558473,740.1927342049103,January,Saturday
2015-02-28,961.0321728873467,2524.2296504620535,4251.441853014133,712.9221388520583,February,Saturday
2015-03-31,968.5613986755513,2789.007509794754,4049.9008398588694,704.397240899085,March,Tuesday
2015-04-30,918.9603359400171,2435.985826787585,4039.147439034276,688.3956737758953,April,Thursday
2015-05-31,935.1445009827681,2525.6319556247468,4263.635303290616,704.8987497892491,May,Sunday
2015-06-30,993.3453403286227,2706.3715940310685,4262.73505393485,775.1962541962898,June,Tuesday
2015-07-31,973.882700103716,2830.697048234739,3872.5697851524437,746.8368166623095,July,Friday
2015-08-31,994.5092214990722,2696.724681515033,3703.1060211136482,741.8626177413286,August,Monday
2015-09-30,966.0662190047551,2802.1036619227298,4074.1772056227096,708.0315685407995,September,Wednesday
2015-10-31,858.7008235623381,2469.5700425747104,4104.815673310567,732.4459512483628,October,Saturday
2015-11-30,923.5682544174676,2466.4782007482463,3825.714330690476,785.7860855560235,November,Monday
2015-12-31,980.2709481986615,2562.85137942385,3929.0743277027186,756.8160533002251,December,Thursday
2016-01-31,863.6176525940714,2513.877815284997,3709.2577540842817,738.3484895309684,January,Sunday
2016-02-29,843.9068836715892,2459.4518127216834,3770.0438725989648,747.5585886063585,February,Monday
2016-03-31,871.897658931443,2682.469830623918,4037.1654464045696,784.7997590813321,March,Thursday
2016-04-30,859.3127640425618,2734.1184432269865,4009.509682821824,684.9943518539709,April,Saturday
2016-05-31,940.8654364364803,2484.9594381699585,3928.1385155525204,725.4859305379857,May,Tuesday
2016-06-30,946.1844371743565,2446.1017117291603,3689.5500375414813,750.3191837749176,June,Thursday
2016-07-31,1005.1714854123583,2670.6952493259555,4068.871267757519,717.1882582985659,July,Sunday
2016-08-31,967.3254352476874,2752.5258792375053,3835.697314539808,702.5068264419018,August,Wednesday
2016-09-30,895.3125172299476,2427.4735196697807,3689.484687936331,687.7571413200058,September,Friday
2016-10-31,910.3302180425599,2536.8678280460645,3694.8833519895875,736.814958746897,October,Monday
2016-11-30,982.9349262407591,2794.58472863345,3657.293504773648,687.6531905509961,November,Wednesday
2016-12-31,1019.4405916794974,2777.8609299437603,4223.202093275128,781.4126326403705,December,Saturday
2017-01-31,876.4010472020042,2437.615704077737,3758.5367241003464,691.9914222779315,January,Tuesday
2017-02-28,965.4603474896187,2697.3555916793175,3814.114576384619,690.6852219128907,February,Tuesday
2017-03-31,859.2611501078593,2799.963015841927,3932.323780716093,776.0071768270925,March,Friday
2017-04-30,1010.583557188372,2773.9194405011444,3739.844435972865,686.3039144170141,April,Sunday
2017-05-31,959.8912824673586,2699.589737728945,3977.7405160401036,785.8081139705134,May,Wednesday
2017-06-30,912.6088824164277,2485.8619601501105,3769.15046282932,716.2385076049982,June,Friday
2017-07-31,999.7985694665081,2744.1511517719955,3782.924842118063,696.8930510401157,July,Monday
2017-08-31,939.8520412171213,2745.879225339961,4100.106552148215,725.5339388069465,August,Thursday
2017-09-30,985.159742927173,2656.4418010948,4063.155689917707,677.7881985546464,September,Saturday
2017-10-31,964.2244879479496,2737.448469169459,3994.6417612735727,729.4607727371266,October,Tuesday
2017-11-30,922.3833304169121,2815.7912244167583,3785.8558276044673,683.1324055082624,November,Thursday
2017-12-31,990.474933985167,2809.8981959154207,4137.221879541756,716.310759783403,December,Sunday
2018-01-31,949.8376157365321,2577.964129951092,3961.6131762392038,765.7751036759718,January,Wednesday
2018-02-28,1014.4905780536122,2437.878254424777,3734.118095154582,789.3787527970709,February,Wednesday
2018-03-31,1011.7601577424907,2764.826813620542,3732.895091214772,713.6860549516063,March,Saturday
2018-04-30,850.6636239123193,2595.391901555805,3903.2164933805757,730.393891348891,April,Monday
2018-05-31,963.0924461150964,2747.4220369823997,4067.850334928331,770.0110202195466,May,Thursday
2018-06-30,907.2230566460603,2835.9807278556395,4036.186865596814,737.3713022070882,June,Saturday
2018-07-31,906.2892911105412,2608.407406225972,3722.7986505243016,711.7472606448728,July,Tuesday
2018-08-31,887.8380612810084,2812.8244995213086,4252.018693236304,708.1150156331249,August,Friday
2018-09-30,966.4714101531366,2462.1574614977976,4170.470496081901,764.0721283631536,September,Sunday
2018-10-31,939.8691870296683,2834.520038930093,3647.513658950394,706.1175424419955,October,Wednesday
2018-11-30,936.1510566854719,2443.518139063947,4140.289944991441,715.6526995669587,November,Friday
2018-12-31,949.0672932042559,2499.447429720394,4248.807974942987,713.4882710630553,December,Monday
2019-01-31,846.513851459854,2798.8487472871216,3872.5697851524437,771.7107987335834,January,Thursday
2019-02-28,977.3724446789153,2762.509044075002,3940.203254112591,731.7507581496202,February,Thursday
2019-03-31,924.978860259405,2828.88424942346,3893.938840363475,782.0831957004707,March,Sunday
2019-04-30,887.0318079557453,2482.232403211609,3856.3872416708286,700.2020681634494,April,Tuesday
2019-05-31,884.2247718925713,2851.8996240711385,3964.6117397584458,680.4298265328513,May,Friday
2019-06-30,877.917851684454,2565.7846458790405,3855.627421436536,786.1878406976634,June,Sunday
2019-07-31,1014.9296967769174,2650.2760221912395,3739.5369936338443,721.0450660500663,July,Wednesday
2019-08-31,879.0864448908219,2703.581144025344,3815.5823385516924,782.8106176595713,August,Saturday
2019-09-30,1012.8396839001605,2514.6003306693046,4007.5876821391385,735.3648139521374,September,Monday
2019-10-31,933.1061208605547,2726.641283160967,4132.491434741896,726.7474463227923,October,Thursday
2019-11-30,902.3336479902944,2593.4165318278842,4158.390633950983,775.6405341142096,November,Saturday
2019-12-31,1000.6397844996166,2434.1380874110514,3677.808216760399,680.4836468575209,December,Tuesday
2020-01-31,940.4199796314396,2833.2735816054455,4244.667809957395,760.5298393381023,January,Friday
2020-02-29,917.2242835985419,2544.9669512888454,3653.423869184702,695.8453541115751,February,Saturday
2020-03-31,880.7289012560287,2607.7129310684577,4063.155689917707,684.9704451719317,March,Tuesday
2020-04-30,877.2715634279016,2544.424601029137,3919.893862850648,763.450984023711,April,Thursday
2020-05-31,899.4095514096111,2738.6000730975684,3933.715446956535,730.8937963915922,May,Sunday
2020-06-30,1004.4691280279258,2815.3982367941417,3775.3160445328012,754.7331290835315,June,Tuesday
2020-07-31,853.9262167877702,2425.7905309120156,3793.7231088767862,780.3004931254752,July,Friday
2020-08-31,992.841949067665,2559.0113219187742,3955.2591834706113,789.3422117335253,August,Monday
2020-09-30,889.6282085057093,2627.7740452071553,4263.413476800529,745.4347161147678,September,Wednesday
2020-10-31,855.9640050072035,2498.3545179097587,3972.4785713302163,748.9690143294229,October,Saturday
2020-11-30,879.6318435143871,2699.1865613628024,3822.2189349222454,775.9174861073835,November,Monday
2020-12-31,850.3412215437959,2777.210329305433,3760.031867361044,699.4249869011222,December,Thursday
2021-01-31,925.4018753561664,2442.374371552083,4185.8519610591375,695.1145477249596,January,Sunday
